ID,Days,Vessel,VesselType,Year,Month,Day,Date,DayOfWeek,Latitude,Longitude,Slaves embarked,Slaves died on coast,Slaves began MP,Slaves disembarked,Slaves alive,Slave men deaths,Slave women deaths,Total slave adult deaths,Slave boy deaths,Slave girl deaths,Total slave child deaths,Slave deaths of unkown gender and age,Total slave deaths,Slave births,Archive,Document
1010,34,Prins_Willem_de_Vijfde_A,Frigate,1752,9,29,17520929,Friday,-1.95,-15.3167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1011,35,Prins_Willem_de_Vijfde_A,Frigate,1752,9,30,17520930,Saturday,-1.76,-17.0167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1012,36,Prins_Willem_de_Vijfde_A,Frigate,1752,10,1,17521001,Sunday,-1.56,-18.9167,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1013,37,Prins_Willem_de_Vijfde_A,Frigate,1752,10,2,17521002,Monday,-1.34,-20.95,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1014,38,Prins_Willem_de_Vijfde_A,Frigate,1752,10,3,17521003,Tuesday,-1.2,-22.5167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1015,39,Prins_Willem_de_Vijfde_A,Frigate,1752,10,4,17521004,Wednesday,-1.11,-23.8167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1016,40,Prins_Willem_de_Vijfde_A,Frigate,1752,10,5,17521005,Thursday,-1.1,-25.1167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1017,41,Prins_Willem_de_Vijfde_A,Frigate,1752,10,6,17521006,Friday,-0.5,-27.02,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1018,42,Prins_Willem_de_Vijfde_A,Frigate,1752,10,7,17521007,Saturday,-0.05,-28.9167,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1019,43,Prins_Willem_de_Vijfde_A,Frigate,1752,10,8,17521008,Sunday,0.5,-30.95,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1020,44,Prins_Willem_de_Vijfde_A,Frigate,1752,10,9,17521009,Monday,0.85,-32.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1021,45,Prins_Willem_de_Vijfde_A,Frigate,1752,10,10,17521010,Tuesday,1.6333,-35,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1022,46,Prins_Willem_de_Vijfde_A,Frigate,1752,10,11,17521011,Wednesday,2,-37.2333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1023,47,Prins_Willem_de_Vijfde_A,Frigate,1752,10,12,17521012,Thursday,2.5333,-39.05,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1024,48,Prins_Willem_de_Vijfde_A,Frigate,1752,10,13,17521013,Friday,3.1667,-41.0167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1025,49,Prins_Willem_de_Vijfde_A,Frigate,1752,10,14,17521014,Saturday,3.7833,-42.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1026,50,Prins_Willem_de_Vijfde_A,Frigate,1752,10,15,17521015,Sunday,3.9167,-44.25,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1027,51,Prins_Willem_de_Vijfde_A,Frigate,1752,10,16,17521016,Monday,3.6167,-45.6,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1028,52,Prins_Willem_de_Vijfde_A,Frigate,1752,10,17,17521017,Tuesday,3.1667,-46.8333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1029,53,Prins_Willem_de_Vijfde_A,Frigate,1752,10,18,17521018,Wednesday,3.5667,-48.1667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1030,54,Prins_Willem_de_Vijfde_A,Frigate,1752,10,19,17521019,Thursday,4.1167,-49.2167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1031,55,Prins_Willem_de_Vijfde_A,Frigate,1752,10,20,17521020,Friday,4.75,-49.6833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1032,56,Prins_Willem_de_Vijfde_A,Frigate,1752,10,21,17521021,Saturday,4.9667,-50.7167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1033,57,Prins_Willem_de_Vijfde_A,Frigate,1752,10,22,17521022,Sunday,6.0095,-53.844,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1034,58,Prins_Willem_de_Vijfde_A,Frigate,1752,10,23,17521023,Monday,5.9664,-55.1781,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1035,59,Prins_Willem_de_Vijfde_A,Frigate,1752,10,24,17521024,Tuesday,5.935,-55.1634,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_968
1036,1,Prins_Willem_de_Vijfde_B,Frigate,1754,4,5,17540405,Friday,5.1457,-0.4395,,,231,,231,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1037,2,Prins_Willem_de_Vijfde_B,Frigate,1754,4,6,17540406,Saturday,4.3,1.6167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1038,3,Prins_Willem_de_Vijfde_B,Frigate,1754,4,7,17540407,Sunday,4.25,2.1,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1039,4,Prins_Willem_de_Vijfde_B,Frigate,1754,4,8,17540408,Monday,2.8333,2.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1040,5,Prins_Willem_de_Vijfde_B,Frigate,1754,4,9,17540409,Tuesday,2.3833,2.7333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1041,6,Prins_Willem_de_Vijfde_B,Frigate,1754,4,10,17540410,Wednesday,3.55,2.59,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1042,7,Prins_Willem_de_Vijfde_B,Frigate,1754,4,11,17540411,Thursday,3.2333,2.45,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1043,8,Prins_Willem_de_Vijfde_B,Frigate,1754,4,12,17540412,Friday,2.9333,2,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1044,9,Prins_Willem_de_Vijfde_B,Frigate,1754,4,13,17540413,Saturday,2.1167,2.1667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1045,10,Prins_Willem_de_Vijfde_B,Frigate,1754,4,14,17540414,Sunday,2.25,1.9333,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1046,11,Prins_Willem_de_Vijfde_B,Frigate,1754,4,15,17540415,Monday,2.2667,1.6167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1047,12,Prins_Willem_de_Vijfde_B,Frigate,1754,4,16,17540416,Tuesday,2,2.2833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1048,13,Prins_Willem_de_Vijfde_B,Frigate,1754,4,17,17540417,Wednesday,1.1,1.7833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1049,14,Prins_Willem_de_Vijfde_B,Frigate,1754,4,18,17540418,Thursday,1.5,1.2833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1050,15,Prins_Willem_de_Vijfde_B,Frigate,1754,4,19,17540419,Friday,1.2667,1.0333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1051,16,Prins_Willem_de_Vijfde_B,Frigate,1754,4,20,17540420,Saturday,0.9333,0.0167,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1052,17,Prins_Willem_de_Vijfde_B,Frigate,1754,4,21,17540421,Sunday,0.5333,-1.2833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1053,18,Prins_Willem_de_Vijfde_B,Frigate,1754,4,22,17540422,Monday,0.1167,-2.5833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1054,19,Prins_Willem_de_Vijfde_B,Frigate,1754,4,23,17540423,Tuesday,-0.05,-4.2167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1055,20,Prins_Willem_de_Vijfde_B,Frigate,1754,4,24,17540424,Wednesday,-0.3833,-4.9833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1056,21,Prins_Willem_de_Vijfde_B,Frigate,1754,4,25,17540425,Thursday,-0.5,-6.45,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1057,22,Prins_Willem_de_Vijfde_B,Frigate,1754,4,26,17540426,Friday,-0.3167,-7.9833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1058,23,Prins_Willem_de_Vijfde_B,Frigate,1754,4,27,17540427,Saturday,-0.5833,-9.4833,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1059,24,Prins_Willem_de_Vijfde_B,Frigate,1754,4,28,17540428,Sunday,-1.1,-10.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1060,25,Prins_Willem_de_Vijfde_B,Frigate,1754,4,29,17540429,Monday,-1.45,-12.6667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1061,26,Prins_Willem_de_Vijfde_B,Frigate,1754,4,30,17540430,Tuesday,-1.4,-14.65,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1062,27,Prins_Willem_de_Vijfde_B,Frigate,1754,5,1,17540501,Wednesday,-1.25,-16.6333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1063,28,Prins_Willem_de_Vijfde_B,Frigate,1754,5,2,17540502,Thursday,-1.15,-18.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1064,29,Prins_Willem_de_Vijfde_B,Frigate,1754,5,3,17540503,Friday,-1.2,-20.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1065,30,Prins_Willem_de_Vijfde_B,Frigate,1754,5,4,17540504,Saturday,-1.2,-22.55,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1066,31,Prins_Willem_de_Vijfde_B,Frigate,1754,5,5,17540505,Sunday,-0.85,-24.3167,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1067,32,Prins_Willem_de_Vijfde_B,Frigate,1754,5,6,17540506,Monday,-0.6333,-25.8667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1068,33,Prins_Willem_de_Vijfde_B,Frigate,1754,5,7,17540507,Tuesday,0.0333,-27.3,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1069,34,Prins_Willem_de_Vijfde_B,Frigate,1754,5,8,17540508,Wednesday,0.6667,-28.9667,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1070,35,Prins_Willem_de_Vijfde_B,Frigate,1754,5,9,17540509,Thursday,0.6833,-30.2,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1071,36,Prins_Willem_de_Vijfde_B,Frigate,1754,5,10,17540510,Friday,0.9333,-31.4333,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1072,37,Prins_Willem_de_Vijfde_B,Frigate,1754,5,11,17540511,Saturday,1.15,-32.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1073,38,Prins_Willem_de_Vijfde_B,Frigate,1754,5,12,17540512,Sunday,1.2167,-33.9,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1074,39,Prins_Willem_de_Vijfde_B,Frigate,1754,5,13,17540513,Monday,1.45,-35.18,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1075,40,Prins_Willem_de_Vijfde_B,Frigate,1754,5,14,17540514,Tuesday,1.45,-36.62,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1076,41,Prins_Willem_de_Vijfde_B,Frigate,1754,5,15,17540515,Wednesday,1.45,-37.67,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1077,42,Prins_Willem_de_Vijfde_B,Frigate,1754,5,16,17540516,Thursday,1.75,-38.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1078,43,Prins_Willem_de_Vijfde_B,Frigate,1754,5,17,17540517,Friday,1.4,-39.15,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1079,44,Prins_Willem_de_Vijfde_B,Frigate,1754,5,18,17540518,Saturday,1.8,-40.45,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1080,45,Prins_Willem_de_Vijfde_B,Frigate,1754,5,19,17540519,Sunday,2.1833,-42.48,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1081,46,Prins_Willem_de_Vijfde_B,Frigate,1754,5,20,17540520,Monday,2.5667,-44.07,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1082,47,Prins_Willem_de_Vijfde_B,Frigate,1754,5,21,17540521,Tuesday,2.3333,-45.8,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1083,48,Prins_Willem_de_Vijfde_B,Frigate,1754,5,22,17540522,Wednesday,2.3833,-47.5,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1084,49,Prins_Willem_de_Vijfde_B,Frigate,1754,5,23,17540523,Thursday,2.3333,-48.87,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1085,50,Prins_Willem_de_Vijfde_B,Frigate,1754,5,24,17540524,Friday,2.6833,-50,,,,,,,1,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1086,51,Prins_Willem_de_Vijfde_B,Frigate,1754,5,25,17540525,Saturday,3.47,-50.284,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1087,52,Prins_Willem_de_Vijfde_B,Frigate,1754,5,26,17540526,Sunday,4.214,-50.658,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1088,53,Prins_Willem_de_Vijfde_B,Frigate,1754,5,27,17540527,Monday,4.84,-51.13,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1089,54,Prins_Willem_de_Vijfde_B,Frigate,1754,5,28,17540528,Tuesday,5.233,-51.789,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1090,55,Prins_Willem_de_Vijfde_B,Frigate,1754,5,29,17540529,Wednesday,5.69,-52.34,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1091,56,Prins_Willem_de_Vijfde_B,Frigate,1754,5,30,17540530,Thursday,5.856,-53.086,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1092,57,Prins_Willem_de_Vijfde_B,Frigate,1754,5,31,17540531,Friday,5.8865,-53.8811,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1093,58,Prins_Willem_de_Vijfde_B,Frigate,1754,6,1,17540601,Saturday,5.9862,-55.1802,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1094,59,Prins_Willem_de_Vijfde_B,Frigate,1754,6,2,17540602,Sunday,5.9357,-55.1761,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1095,60,Prins_Willem_de_Vijfde_B,Frigate,1754,6,3,17540603,Monday,5.8244,-55.1372,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_973
1096,1,Vergenoegen,Frigate,1789,11,6,17891106,Friday,4.7667,1.2401,,,242,,242,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1097,2,Vergenoegen,Frigate,1789,11,7,17891107,Saturday,4.5,1.2901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1098,3,Vergenoegen,Frigate,1789,11,8,17891108,Sunday,3.9833,1.9068,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1099,4,Vergenoegen,Frigate,1789,11,9,17891109,Monday,3.0333,2.5235,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1100,5,Vergenoegen,Frigate,1789,11,10,17891110,Tuesday,4.25,3.0401,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1101,6,Vergenoegen,Frigate,1789,11,11,17891111,Wednesday,3.7,3.6235,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1102,7,Vergenoegen,Frigate,1789,11,12,17891112,Thursday,3.2667,4.1235,,,,,241,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1103,8,Vergenoegen,Frigate,1789,11,13,17891113,Friday,3.2167,3.6568,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1104,9,Vergenoegen,Frigate,1789,11,14,17891114,Saturday,3.1333,3.9735,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1105,10,Vergenoegen,Frigate,1789,11,15,17891115,Sunday,2.8333,4.1401,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1106,11,Vergenoegen,Frigate,1789,11,16,17891116,Monday,2.45,4.1068,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1107,12,Vergenoegen,Frigate,1789,11,17,17891117,Tuesday,2.2333,4.2901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1108,13,Vergenoegen,Frigate,1789,11,18,17891118,Wednesday,2.1333,3.8735,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1109,14,Vergenoegen,Frigate,1789,11,19,17891119,Thursday,2.0833,3.3401,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1110,15,Vergenoegen,Frigate,1789,11,20,17891120,Friday,1.9,2.8235,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1111,16,Vergenoegen,Frigate,1789,11,21,17891121,Saturday,1.9667,2.2901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1112,17,Vergenoegen,Frigate,1789,11,22,17891122,Sunday,2.15,2.4235,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1113,18,Vergenoegen,Frigate,1789,11,23,17891123,Monday,1.9,2.5901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1114,19,Vergenoegen,Frigate,1789,11,24,17891124,Tuesday,1.8833,2.7568,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1115,20,Vergenoegen,Frigate,1789,11,25,17891125,Wednesday,1.8167,2.7901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1116,21,Vergenoegen,Frigate,1789,11,26,17891126,Thursday,1.9833,2.3735,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1117,22,Vergenoegen,Frigate,1789,11,27,17891127,Friday,2.15,2.1068,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1118,23,Vergenoegen,Frigate,1789,11,28,17891128,Saturday,1.85,2.4735,,,,,240,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1119,24,Vergenoegen,Frigate,1789,11,29,17891129,Sunday,1.6167,2.6901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1120,25,Vergenoegen,Frigate,1789,11,30,17891130,Monday,1.3333,2.8235,,,,,239,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1121,26,Vergenoegen,Frigate,1789,12,1,17891201,Tuesday,1.1667,1.4068,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1122,27,Vergenoegen,Frigate,1789,12,2,17891202,Wednesday,1.2,0.9401,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1123,28,Vergenoegen,Frigate,1789,12,3,17891203,Thursday,1.2,0.7901,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1124,29,Vergenoegen,Frigate,1789,12,4,17891204,Friday,1.3,0.3068,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1125,30,Vergenoegen,Frigate,1789,12,5,17891205,Saturday,1.5,-0.2265,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1126,31,Vergenoegen,Frigate,1789,12,6,17891206,Sunday,1.55,-0.8432,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1127,32,Vergenoegen,Frigate,1789,12,7,17891207,Monday,1.5333,-1.6099,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1128,33,Vergenoegen,Frigate,1789,12,8,17891208,Tuesday,1.4,-2.7099,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1129,34,Vergenoegen,Frigate,1789,12,9,17891209,Wednesday,1.2667,-3.9432,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1130,35,Vergenoegen,Frigate,1789,12,10,17891210,Thursday,1.5167,-5.1765,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1131,36,Vergenoegen,Frigate,1789,12,11,17891211,Friday,1.8333,-6.0265,,,,,,2,,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1132,37,Vergenoegen,Frigate,1789,12,12,17891212,Saturday,2.05,-7.0599,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1133,38,Vergenoegen,Frigate,1789,12,13,17891213,Sunday,1.9,-8.0432,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1134,39,Vergenoegen,Frigate,1789,12,14,17891214,Monday,1.3333,-9.3765,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1135,40,Vergenoegen,Frigate,1789,12,15,17891215,Tuesday,0.9,-10.5932,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1136,41,Vergenoegen,Frigate,1789,12,16,17891216,Wednesday,0.7,-12.27,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1137,42,Vergenoegen,Frigate,1789,12,17,17891217,Thursday,0.6,-14.07,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1138,43,Vergenoegen,Frigate,1789,12,18,17891218,Friday,0.5,-15.83,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1139,44,Vergenoegen,Frigate,1789,12,19,17891219,Saturday,0.4833,-17.53,,,,,,,,,,1,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1140,45,Vergenoegen,Frigate,1789,12,20,17891220,Sunday,0.3167,-19.46,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1141,46,Vergenoegen,Frigate,1789,12,21,17891221,Monday,0.5833,-21.36,,,,,,,,,1,,1,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1142,47,Vergenoegen,Frigate,1789,12,22,17891222,Tuesday,1.0333,-23.06,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1143,48,Vergenoegen,Frigate,1789,12,23,17891223,Wednesday,1.1833,-25.09,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1144,49,Vergenoegen,Frigate,1789,12,24,17891224,Thursday,1,-27.19,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1145,50,Vergenoegen,Frigate,1789,12,25,17891225,Friday,1.0167,-29.29,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1146,51,Vergenoegen,Frigate,1789,12,26,17891226,Saturday,1.2667,-30.97,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1147,52,Vergenoegen,Frigate,1789,12,27,17891227,Sunday,1.7333,-32.52,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1148,53,Vergenoegen,Frigate,1789,12,28,17891228,Monday,1.4667,-33.71,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1149,54,Vergenoegen,Frigate,1789,12,29,17891229,Tuesday,1.8,-35.38,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1150,55,Vergenoegen,Frigate,1789,12,30,17891230,Wednesday,2.2,-36.93,,,,,,1,,1,,,,,1,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1151,56,Vergenoegen,Frigate,1789,12,31,17891231,Thursday,2.7167,-38.53,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1152,57,Vergenoegen,Frigate,1790,1,1,17900101,Friday,3.15,-40.07,,,,,,,2,2,,,,,2,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1153,58,Vergenoegen,Frigate,1790,1,2,17900102,Saturday,3.2333,-42.17,,,,,,4,,4,,,,,4,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1154,59,Vergenoegen,Frigate,1790,1,3,17900103,Sunday,3.55,-44.17,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
1155,60,Vergenoegen,Frigate,1790,1,4,17900104,Monday,4.3167,-46.57,,,,,,,,,,,,,,,"Zeeuws Archief, Middelburg, The Netherlands",MCC_1097
